"stimulus","cond","condition","correct_response"
"slotje","LF",2,"n"
"deukje","LF",2,"n"
"afses","Random",4,"m"
"errsse","Random",4,"m"
"taluepas","Random",4,"m"
"mader","Pseudo",3,"m"
"stofjes","LF",2,"n"
"voordat","HF",1,"n"
"aktes","LF",2,"n"
"eiljtwed","Random",4,"m"
"hijf","Pseudo",3,"m"
"agenzn","Random",4,"m"
"biscuit","LF",2,"n"
"blaasje","LF",2,"n"
"pandje","LF",2,"n"
"voedsel","HF",1,"n"
"bever","LF",2,"n"
"stersel","Pseudo",3,"m"
"ojstep","Random",4,"m"
"lijken","HF",1,"n"
"tankjes","LF",2,"n"
"fgsueejl","Random",4,"m"
"prond","Pseudo",3,"m"
"edrijr","Random",4,"m"
"rukwind","LF",2,"n"
"wolfje","LF",2,"n"
"waarden","HF",1,"n"
"lefer","Pseudo",3,"m"
"bezwaar","HF",1,"n"
"rends","Pseudo",3,"m"
"eeksten","Pseudo",3,"m"
"beperkt","HF",1,"n"
"sorbet","LF",2,"n"
"zief","Pseudo",3,"m"
"tijesgwj","Random",4,"m"
"toch","HF",1,"n"
"stofden","Pseudo",3,"m"
"diefje","LF",2,"n"
"jngiogg","Random",4,"m"
"iaml","Random",4,"m"
"igwjees","Random",4,"m"
"sonbs","Random",4,"m"
"eilavan","Random",4,"m"
"ortocds","Random",4,"m"
"ookljef","Random",4,"m"
"taak","HF",1,"n"
"neesztjo","Random",4,"m"
"meken","Pseudo",3,"m"
"nfekufl","Random",4,"m"
"obojegs","Random",4,"m"
"muljpepi","Random",4,"m"
"oreolb","Random",4,"m"
"plaar","Pseudo",3,"m"
"aand","Pseudo",3,"m"
"gaten","HF",1,"n"
"jeer","Pseudo",3,"m"
"bedoeld","HF",1,"n"
"tellers","LF",2,"n"
"bedraar","Pseudo",3,"m"
"greden","Pseudo",3,"m"
"nlgtese","Random",4,"m"
"sochter","Pseudo",3,"m"
"eenzaam","HF",1,"n"
"spuitjes","LF",2,"n"
