"stimulus","cond","condition","correct_response"
"oorlogs","LF",2,"n"
"stelzen","Pseudo",3,"m"
"hoog","HF",1,"n"
"jatneash","Random",4,"m"
"snoetjes","LF",2,"n"
"aldes","Pseudo",3,"m"
"gezicht","HF",1,"n"
"worden","HF",1,"n"
"pakti","Pseudo",3,"m"
"kusrko","Random",4,"m"
"sraless","Random",4,"m"
"maakten","HF",1,"n"
"kilms","Pseudo",3,"m"
"velen","HF",1,"n"
"designs","LF",2,"n"
"apteer","Pseudo",3,"m"
"derton","Pseudo",3,"m"
"vloog","HF",1,"n"
"typist","LF",2,"n"
"voor","HF",1,"n"
"droden","Pseudo",3,"m"
"hievees","Pseudo",3,"m"
"roept","HF",1,"n"
"geval","HF",1,"n"
"kartons","LF",2,"n"
"tnjoteso","Random",4,"m"
"hekjes","LF",2,"n"
"euiltjzs","Random",4,"m"
"getten","Pseudo",3,"m"
"iotofej","Random",4,"m"
"omedm","Random",4,"m"
"spurten","LF",2,"n"
"tlentse","Random",4,"m"
"lang","HF",1,"n"
"zebra's","LF",2,"n"
"koordjes","LF",2,"n"
"megel","Pseudo",3,"m"
"nagjabil","Random",4,"m"
"liek","Pseudo",3,"m"
"retebjes","Random",4,"m"
"hints","LF",2,"n"
"ryu'js","Random",4,"m"
"knuffel","LF",2,"n"
"gepaard","HF",1,"n"
"fracht","Pseudo",3,"m"
"feitjes","LF",2,"n"
"luikjes","LF",2,"n"
"'artyps","Random",4,"m"
"ontplaat","Pseudo",3,"m"
"bellen","HF",1,"n"
"michter","Pseudo",3,"m"
"lokter","Pseudo",3,"m"
"betreft","HF",1,"n"
"o'mpaes","Random",4,"m"
"hoepels","LF",2,"n"
"terecht","HF",1,"n"
"cycloon","LF",2,"n"
"ltesbei","Random",4,"m"
"slkovje","Random",4,"m"
"odfohizn","Random",4,"m"
"vissen","HF",1,"n"
"facht","Pseudo",3,"m"
"mossels","LF",2,"n"
"rvgeeti","Random",4,"m"
"olog","Random",4,"m"
