"stimulus","cond","condition","correct_response"
"naaldjes","LF",2,"n"
"april","HF",1,"n"
"tahi","Pseudo",3,"m"
"etsefji","Random",4,"m"
"soepbord","LF",2,"n"
"ierand","Pseudo",3,"m"
"monders","Pseudo",3,"m"
"errsse","Random",4,"m"
"praten","HF",1,"n"
"puistje","LF",2,"n"
"maal","HF",1,"n"
"randjes","LF",2,"n"
"besje","LF",2,"n"
"owprjme","Random",4,"m"
"neuiks","Random",4,"m"
"hentje","Pseudo",3,"m"
"kuste","HF",1,"n"
"lijnen","HF",1,"n"
"scheppen","HF",1,"n"
"cijfers","HF",1,"n"
"oreolb","Random",4,"m"
"volkjes","LF",2,"n"
"strijd","HF",1,"n"
"richting","HF",1,"n"
"otscheid","Pseudo",3,"m"
"bedoeld","HF",1,"n"
"mozij","Pseudo",3,"m"
"bletje","Pseudo",3,"m"
"deiring","Pseudo",3,"m"
"paleis","HF",1,"n"
"robtu","Random",4,"m"
"klapjes","LF",2,"n"
"kleurtje","LF",2,"n"
"wesdergj","Random",4,"m"
"stinker","LF",2,"n"
"richtte","HF",1,"n"
"cegent","Pseudo",3,"m"
"vleesmes","LF",2,"n"
"besof","Pseudo",3,"m"
"herdijl","Pseudo",3,"m"
"krinsen","Pseudo",3,"m"
"blelen","Pseudo",3,"m"
"schijn","HF",1,"n"
"bizon","LF",2,"n"
"oprpcno","Random",4,"m"
"onilost","Random",4,"m"
"gevaar","HF",1,"n"
"kejsaa","Random",4,"m"
"diepte","HF",1,"n"
"papjes","LF",2,"n"
"eentje","HF",1,"n"
"kraker","LF",2,"n"
"rolkraag","LF",2,"n"
"voeft","Pseudo",3,"m"
"duivel","HF",1,"n"
"esdsetrs","Random",4,"m"
"grijze","HF",1,"n"
"kotje","LF",2,"n"
"jgdraae","Random",4,"m"
"hoger","HF",1,"n"
"vraag","HF",1,"n"
"afses","Random",4,"m"
"glijbaan","LF",2,"n"
"rgbuej","Random",4,"m"
"aakje","Pseudo",3,"m"
"tandje","LF",2,"n"
"ziel","HF",1,"n"
"gede","Pseudo",3,"m"
"regel","HF",1,"n"
"wratje","LF",2,"n"
"eujtds","Random",4,"m"
"pind","Pseudo",3,"m"
"retebjes","Random",4,"m"
"drums","LF",2,"n"
"hoeven","HF",1,"n"
"pilsjes","LF",2,"n"
"brugje","LF",2,"n"
"scherte","Pseudo",3,"m"
"fooitje","LF",2,"n"
"ejdevls","Random",4,"m"
"stup","Pseudo",3,"m"
"kaasje","LF",2,"n"
"zomaar","HF",1,"n"
"mossels","LF",2,"n"
"hoemen","Pseudo",3,"m"
"vonen","Pseudo",3,"m"
"toesrp","Random",4,"m"
"simgkons","Random",4,"m"
"ksejeup","Random",4,"m"
"roepen","HF",1,"n"
"jfwole","Random",4,"m"
"rietjes","LF",2,"n"
"schulk","Pseudo",3,"m"
"verbaasd","HF",1,"n"
"noeken","Pseudo",3,"m"
"fogen","Pseudo",3,"m"
"voeten","HF",1,"n"
