"stimulus","cond","condition","correct_response"
"treden","HF",1,"n"
"brang","Pseudo",3,"m"
"jargons","LF",2,"n"
"durken","Pseudo",3,"m"
"knuffel","LF",2,"n"
"brepen","Pseudo",3,"m"
"onter","Pseudo",3,"m"
"savsjae","Random",4,"m"
"kapjes","LF",2,"n"
"vandaag","HF",1,"n"
"zoon","HF",1,"n"
"koopjes","LF",2,"n"
"helaas","HF",1,"n"
"vlak","HF",1,"n"
"ylllo","Random",4,"m"
"vorkjes","LF",2,"n"
"trap","HF",1,"n"
"luikjes","LF",2,"n"
"slkovje","Random",4,"m"
"vliegen","HF",1,"n"
"erdij","Pseudo",3,"m"
"stafje","LF",2,"n"
"desten","Pseudo",3,"m"
"oyer","Pseudo",3,"m"
"boogjes","LF",2,"n"
"loojitpe","Random",4,"m"
"tliezju","Random",4,"m"
"mrojewps","Random",4,"m"
"stekel","LF",2,"n"
"lignwob","Random",4,"m"
"eeelngt","Random",4,"m"
"ortocds","Random",4,"m"
"plasjes","LF",2,"n"
"esttkren","Random",4,"m"
"wormpjes","LF",2,"n"
"ntasuls","Random",4,"m"
"oorbel","LF",2,"n"
"loy'lsl","Random",4,"m"
"maandjes","LF",2,"n"
"voordeur","HF",1,"n"
"ohsoetg","Random",4,"m"
"berust","HF",1,"n"
"mopor","Pseudo",3,"m"
"sgnjaor","Random",4,"m"
"frietje","LF",2,"n"
"gezeld","Pseudo",3,"m"
"sjersoo","Random",4,"m"
"goud","HF",1,"n"
"komen","HF",1,"n"
"enfum","Pseudo",3,"m"
"eloe","Pseudo",3,"m"
"kwaaltje","LF",2,"n"
"kartons","LF",2,"n"
"term","HF",1,"n"
"turbo","LF",2,"n"
"vermoord","HF",1,"n"
"biedara","Random",4,"m"
"momlers","Random",4,"m"
"bijwoord","LF",2,"n"
"hartjes","LF",2,"n"
"stonden","HF",1,"n"
"tractors","LF",2,"n"
"steeven","Pseudo",3,"m"
"zwijntje","LF",2,"n"
"wrontig","Pseudo",3,"m"
"solsmes","Random",4,"m"
"dnjesar","Random",4,"m"
"facht","Pseudo",3,"m"
"schiek","Pseudo",3,"m"
"schillig","Pseudo",3,"m"
"heut","Pseudo",3,"m"
"pastoor","HF",1,"n"
"hingen","HF",1,"n"
"groei","HF",1,"n"
"vrochten","Pseudo",3,"m"
"dijkjes","LF",2,"n"
"dankbaar","HF",1,"n"
"gepaard","HF",1,"n"
"boven","HF",1,"n"
"dis'soc","Random",4,"m"
"kern","HF",1,"n"
"liepen","HF",1,"n"
"tevers","Pseudo",3,"m"
"kalfje","LF",2,"n"
"facht","Pseudo",3,"m"
"morving","Pseudo",3,"m"
"natte","HF",1,"n"
"preeses","Pseudo",3,"m"
"hlnseuc","Random",4,"m"
"simgkons","Random",4,"m"
"bestond","HF",1,"n"
"stoesen","Pseudo",3,"m"
"farder","Pseudo",3,"m"
"gezin","HF",1,"n"
"acts","LF",2,"n"
"zeiltje","LF",2,"n"
"oprpcno","Random",4,"m"
"tfsroac","Random",4,"m"
"hoger","HF",1,"n"
"vaker","HF",1,"n"
"bieden","HF",1,"n"
"erop","HF",1,"n"
"plort","Pseudo",3,"m"
"lage","HF",1,"n"
"deals","LF",2,"n"
"kestig","Pseudo",3,"m"
"eenzaam","HF",1,"n"
"meidde","Pseudo",3,"m"
"ewekrsk","Random",4,"m"
"ssuaqh","Random",4,"m"
"bionz","Random",4,"m"
"sebje","Random",4,"m"
"nmoerts","Random",4,"m"
"fuist","Pseudo",3,"m"
"toster","Random",4,"m"
"lolly's","LF",2,"n"
"haantjes","LF",2,"n"
"jacht","HF",1,"n"
"beertjes","LF",2,"n"
"bekler","Pseudo",3,"m"
"cingen","Pseudo",3,"m"
"uijfeds","Random",4,"m"
"geurtje","LF",2,"n"
"ienuml","Random",4,"m"
"doegde","Pseudo",3,"m"
"bopen","Pseudo",3,"m"
"jorpesot","Random",4,"m"
"edbjsonl","Random",4,"m"
"gegicht","Pseudo",3,"m"
"keeewjs","Random",4,"m"
"likjes","LF",2,"n"
"vosje","LF",2,"n"
"aardig","HF",1,"n"
"omlaag","HF",1,"n"
"asbbalel","Random",4,"m"
"tende","Pseudo",3,"m"
"ribeuzd","Random",4,"m"
"ofpsr","Random",4,"m"
"cross","LF",2,"n"
"ocsrotes","Random",4,"m"
"ceggen","Pseudo",3,"m"
"brieven","HF",1,"n"
"etters","LF",2,"n"
"ajaelsg","Random",4,"m"
"horgen","Pseudo",3,"m"
"tncshaej","Random",4,"m"
"bleek","HF",1,"n"
"netepsr","Random",4,"m"
"buggy","LF",2,"n"
"rfomus","Random",4,"m"
"dikkerds","LF",2,"n"
"eiden","Pseudo",3,"m"
"zieke","HF",1,"n"
"blaasje","LF",2,"n"
"noeken","Pseudo",3,"m"
"zoosje","Pseudo",3,"m"
"voch","Pseudo",3,"m"
"nonder","Pseudo",3,"m"
"limoen","LF",2,"n"
"tango's","LF",2,"n"
"brugje","LF",2,"n"
"borstje","LF",2,"n"
"mutsjes","LF",2,"n"
"dode","HF",1,"n"
"lolly","LF",2,"n"
"dojkoers","Random",4,"m"
"vielen","HF",1,"n"
"bizons","LF",2,"n"
"blondjes","LF",2,"n"
"mooi","HF",1,"n"
"jeefets","Random",4,"m"
"grootte","HF",1,"n"
"geurtjes","LF",2,"n"
"gine","Pseudo",3,"m"
"verblijf","HF",1,"n"
"feit","HF",1,"n"
"wormpje","LF",2,"n"
"sultans","LF",2,"n"
"struikje","LF",2,"n"
"glijbaan","LF",2,"n"
"trol","LF",2,"n"
"hact","Pseudo",3,"m"
"biever","Pseudo",3,"m"
"treintje","LF",2,"n"
"dkjijes","Random",4,"m"
"denk","HF",1,"n"
"oudste","HF",1,"n"
"ijlekjs","Random",4,"m"
"wegen","HF",1,"n"
"uentttr","Random",4,"m"
"gevelk","Pseudo",3,"m"
"leeuwtje","LF",2,"n"
"bedram","Pseudo",3,"m"
"sausjes","LF",2,"n"
"herwijn","Pseudo",3,"m"
"jngiogg","Random",4,"m"
"cochten","Pseudo",3,"m"
"vour","Pseudo",3,"m"
"ijeplss","Random",4,"m"
"terecht","HF",1,"n"
"echte","HF",1,"n"
"seks","HF",1,"n"
"utjbrue","Random",4,"m"
"ssjaeak","Random",4,"m"
"hoge","HF",1,"n"
"jroteok","Random",4,"m"
"sliem","Pseudo",3,"m"
"jeer","Pseudo",3,"m"
"tellers","LF",2,"n"
"nakken","Pseudo",3,"m"
"ugrteje","Random",4,"m"
"bossen","HF",1,"n"
"leeding","Pseudo",3,"m"
"koedend","Pseudo",3,"m"
"maart","HF",1,"n"
"cijzelk","Pseudo",3,"m"
"langzaam","HF",1,"n"
"jatneash","Random",4,"m"
"relsgak","Random",4,"m"
"waarna","HF",1,"n"
"trsshi","Random",4,"m"
"westerns","LF",2,"n"
"leiding","HF",1,"n"
"buurtjes","LF",2,"n"
"eitel","Pseudo",3,"m"
"bleem","Pseudo",3,"m"
"slipjes","LF",2,"n"
"jurtbeus","Random",4,"m"
"stellen","HF",1,"n"
"duels","LF",2,"n"
"ejdevls","Random",4,"m"
"dnoser","Random",4,"m"
"adres","HF",1,"n"
"oopt","Pseudo",3,"m"
"romans","HF",1,"n"
"focht","Pseudo",3,"m"
"egnect","Pseudo",3,"m"
"heeft","HF",1,"n"
"poema's","LF",2,"n"
"kantoor","HF",1,"n"
