"stimulus","cond","condition","correct_response"
"stropje","LF",2,"n"
"cricket","LF",2,"n"
"lassers","LF",2,"n"
"gesplik","Pseudo",3,"m"
"sturen","HF",1,"n"
"megel","Pseudo",3,"m"
"hege","Pseudo",3,"m"
"smalel","Pseudo",3,"m"
"aanbol","Pseudo",3,"m"
"t'aasps","Random",4,"m"
"balsems","LF",2,"n"
"waar","HF",1,"n"
"disco's","LF",2,"n"
"roonde","Pseudo",3,"m"
"damer","Pseudo",3,"m"
"rceuiss","Random",4,"m"
"maat","HF",1,"n"
"ziel","HF",1,"n"
"seorbt","Random",4,"m"
"lesud","Random",4,"m"
"ajadmne","Random",4,"m"
"kljetee","Random",4,"m"
"beloom","Pseudo",3,"m"
"wens","HF",1,"n"
"sau'al","Random",4,"m"
"esatips","Random",4,"m"
"pruikje","LF",2,"n"
"been","HF",1,"n"
"ashc","Random",4,"m"
"selder","LF",2,"n"
"klanten","HF",1,"n"
"dogels","Pseudo",3,"m"
"olog","Random",4,"m"
"orgels","LF",2,"n"
"ripenpt","Random",4,"m"
"mentors","LF",2,"n"
"scibuit","Random",4,"m"
"bobjet","Pseudo",3,"m"
"loodjes","LF",2,"n"
"lawant","Pseudo",3,"m"
"meent","HF",1,"n"
"vier","HF",1,"n"
"halden","Pseudo",3,"m"
"aartol","Pseudo",3,"m"
"pinda","LF",2,"n"
"dnoser","Random",4,"m"
"witloof","LF",2,"n"
"roken","HF",1,"n"
"zaak","HF",1,"n"
"recht","HF",1,"n"
"zacht","HF",1,"n"
"haren","HF",1,"n"
"ajuin","LF",2,"n"
"uiltje","LF",2,"n"
"vroeie","Pseudo",3,"m"
"rondes","LF",2,"n"
"aand","Pseudo",3,"m"
"gemeen","HF",1,"n"
"tevens","HF",1,"n"
"huizen","HF",1,"n"
"weet","HF",1,"n"
"toga's","LF",2,"n"
"sterktes","LF",2,"n"
"straf","HF",1,"n"
"rechts","HF",1,"n"
"stelds","Pseudo",3,"m"
"frames","LF",2,"n"
"rinden","Pseudo",3,"m"
"sebje","Random",4,"m"
"zeefje","LF",2,"n"
"huimen","Pseudo",3,"m"
"vinden","HF",1,"n"
"hoddat","Pseudo",3,"m"
"ebnfof","Random",4,"m"
"produkt","HF",1,"n"
"oordeel","HF",1,"n"
"hcmoa","Random",4,"m"
"smokings","LF",2,"n"
"tmjaes","Random",4,"m"
"koordjes","LF",2,"n"
"iiznjb","Random",4,"m"
"blondjes","LF",2,"n"
"vreemd","HF",1,"n"
"pjdnea","Random",4,"m"
"huis","HF",1,"n"
"brandje","LF",2,"n"
"rerslait","Random",4,"m"
"doer","Pseudo",3,"m"
"sneeg","Pseudo",3,"m"
"partger","Pseudo",3,"m"
"kurwndi","Random",4,"m"
"iobwrjod","Random",4,"m"
"vlees","HF",1,"n"
"loevig","Pseudo",3,"m"
"gezag","HF",1,"n"
"watjes","LF",2,"n"
"vrous","Pseudo",3,"m"
"voeten","HF",1,"n"
"leit","Pseudo",3,"m"
"rompen","LF",2,"n"
"ugrteje","Random",4,"m"
"bsireej","Random",4,"m"
"vriendin","HF",1,"n"
"gruit","Pseudo",3,"m"
"nonder","Pseudo",3,"m"
"uetisjn","Random",4,"m"
"rolken","Pseudo",3,"m"
"eeejlutw","Random",4,"m"
"ldosoje","Random",4,"m"
"begen","Pseudo",3,"m"
"bezat","HF",1,"n"
"schijn","HF",1,"n"
"zodat","HF",1,"n"
"kerken","HF",1,"n"
"naabhdar","Random",4,"m"
"hartjes","LF",2,"n"
"mertel","Pseudo",3,"m"
"csa'lo","Random",4,"m"
"relsgak","Random",4,"m"
"zideau","Pseudo",3,"m"
"jlkeikes","Random",4,"m"
"zakken","HF",1,"n"
"diep","HF",1,"n"
"eletjiz","Random",4,"m"
"glijft","Pseudo",3,"m"
"slipjes","LF",2,"n"
"spelen","HF",1,"n"
"fussen","Pseudo",3,"m"
"oizbmse","Random",4,"m"
"ebaewsr","Random",4,"m"
"steekjes","LF",2,"n"
"dealen","LF",2,"n"
"vliesjes","LF",2,"n"
"mjlisne","Random",4,"m"
"nopotr","Random",4,"m"
"prisma's","LF",2,"n"
"maandje","LF",2,"n"
"upnoocs","Random",4,"m"
"flechts","Pseudo",3,"m"
"dweiltje","LF",2,"n"
"scat","Random",4,"m"
"vlokje","LF",2,"n"
"gronnen","Pseudo",3,"m"
"ronde","HF",1,"n"
"stilte","HF",1,"n"
"rally","LF",2,"n"
"zwieg","Pseudo",3,"m"
"kkarer","Random",4,"m"
"honderd","HF",1,"n"
"zwijden","Pseudo",3,"m"
"koer","LF",2,"n"
"zelfde","HF",1,"n"
"ioperon","Random",4,"m"
"kapjes","LF",2,"n"
"bezit","HF",1,"n"
"deurt","Pseudo",3,"m"
"geur","HF",1,"n"
"coupons","LF",2,"n"
"sa'ammg","Random",4,"m"
"spitcrs","Random",4,"m"
"eignrgb","Random",4,"m"
"voordom","Pseudo",3,"m"
"leul","Pseudo",3,"m"
"borpen","Pseudo",3,"m"
"volk","HF",1,"n"
"esdsetrs","Random",4,"m"
"bedrag","HF",1,"n"
"luid","HF",1,"n"
"deanbjr","Random",4,"m"
"python","LF",2,"n"
"schok","HF",1,"n"
"stolm","Pseudo",3,"m"
"nale","Pseudo",3,"m"
"baag","Pseudo",3,"m"
"krreco","Random",4,"m"
"ejposm","Random",4,"m"
"neem","HF",1,"n"
"o'smott","Random",4,"m"
"doopsels","LF",2,"n"
"micro's","LF",2,"n"
"daakt","Pseudo",3,"m"
"andang","Pseudo",3,"m"
"klopte","HF",1,"n"
"rusten","HF",1,"n"
"gamma's","LF",2,"n"
"binnen","HF",1,"n"
"hoopte","HF",1,"n"
"weekjes","LF",2,"n"
"borkers","Pseudo",3,"m"
"waarag","Pseudo",3,"m"
"immers","HF",1,"n"
"haarband","LF",2,"n"
"sauna's","LF",2,"n"
"lekker","HF",1,"n"
"dijkjes","LF",2,"n"
"roosjes","LF",2,"n"
"omforbas","Random",4,"m"
"userfbf","Random",4,"m"
"juni","HF",1,"n"
"aanbol","Pseudo",3,"m"
"prekken","Pseudo",3,"m"
"twistie","Pseudo",3,"m"
"getten","Pseudo",3,"m"
"eenhoorn","LF",2,"n"
"sekjne","Random",4,"m"
"slas","Pseudo",3,"m"
"deul","Pseudo",3,"m"
"boep","Pseudo",3,"m"
"lunches","LF",2,"n"
"balies","LF",2,"n"
"blat","Pseudo",3,"m"
"walrus","LF",2,"n"
"krijk","Pseudo",3,"m"
"jrkipue","Random",4,"m"
"gommen","LF",2,"n"
"gunstig","HF",1,"n"
"cycloon","LF",2,"n"
"naar","HF",1,"n"
"usfren","Random",4,"m"
"aanzien","HF",1,"n"
"hattig","Pseudo",3,"m"
"ejzeewps","Random",4,"m"
"ofpsr","Random",4,"m"
"voelden","HF",1,"n"
"trtsersa","Random",4,"m"
"eobbss","Random",4,"m"
"zweertje","LF",2,"n"
"item","LF",2,"n"
"vrijen","HF",1,"n"
"karoolsp","Random",4,"m"
"kljove","Random",4,"m"
"speldjes","LF",2,"n"
"rorde","Pseudo",3,"m"
"vlaktes","LF",2,"n"
"kstwadan","Random",4,"m"
"framboos","LF",2,"n"
"meken","Pseudo",3,"m"
"hieruit","HF",1,"n"
"typist","LF",2,"n"
"trailers","LF",2,"n"
