"stimulus","cond","condition","correct_response"
"tolgen","Pseudo",3,"m"
"zomaar","HF",1,"n"
"hege","Pseudo",3,"m"
"idnseelz","Random",4,"m"
"ewekrsk","Random",4,"m"
"momlers","Random",4,"m"
"etubrls","Random",4,"m"
"maarde","Pseudo",3,"m"
"bizons","LF",2,"n"
"strand","HF",1,"n"
"odfohizn","Random",4,"m"
"thema","HF",1,"n"
"trsshi","Random",4,"m"
"streven","HF",1,"n"
"dnoser","Random",4,"m"
"olijf","LF",2,"n"
"vliegjes","LF",2,"n"
"geurtjes","LF",2,"n"
"wachten","HF",1,"n"
"tespja","Random",4,"m"
"gevolgd","HF",1,"n"
"neel","Pseudo",3,"m"
"sandaal","LF",2,"n"
"beeld","HF",1,"n"
"warten","Pseudo",3,"m"
"lentes","LF",2,"n"
"zwakke","HF",1,"n"
"geet","Pseudo",3,"m"
"zwijntje","LF",2,"n"
"schein","Pseudo",3,"m"
"behoel","Pseudo",3,"m"
"tmliuje","Random",4,"m"
"trollen","LF",2,"n"
"seten","Pseudo",3,"m"
"oetjls","Random",4,"m"
"rijder","LF",2,"n"
"azenpu","Random",4,"m"
"trouwens","HF",1,"n"
"matjes","LF",2,"n"
"ierand","Pseudo",3,"m"
"jorm","Pseudo",3,"m"
"iobwrjod","Random",4,"m"
"bedram","Pseudo",3,"m"
"userfbf","Random",4,"m"
"zuiltje","LF",2,"n"
"vijl","LF",2,"n"
"gegicht","Pseudo",3,"m"
"epmeils","Random",4,"m"
"tumors","LF",2,"n"
"graf","HF",1,"n"
"mimhoen","Pseudo",3,"m"
"kritiek","HF",1,"n"
"klaproos","LF",2,"n"
"esatips","Random",4,"m"
"boksers","LF",2,"n"
"tncshaej","Random",4,"m"
"voon","Pseudo",3,"m"
"nelpze","Random",4,"m"
"beslam","Pseudo",3,"m"
"zoete","HF",1,"n"
"opyhtn","Random",4,"m"
"tnokars","Random",4,"m"
"solsmes","Random",4,"m"
"geteel","Pseudo",3,"m"
"steen","HF",1,"n"
"vijf","HF",1,"n"
"sisie","Pseudo",3,"m"
"over","HF",1,"n"
"verdoep","Pseudo",3,"m"
"sgnjaor","Random",4,"m"
"biscuit","LF",2,"n"
"delta's","LF",2,"n"
"iplc","Random",4,"m"
"gemak","HF",1,"n"
"ilus","Pseudo",3,"m"
"sehrfifs","Random",4,"m"
"roman","HF",1,"n"
"maantjes","LF",2,"n"
"vrijl","Pseudo",3,"m"
"rioeer","Random",4,"m"
"vechten","HF",1,"n"
"polo","LF",2,"n"
"toeval","HF",1,"n"
"adgent","Pseudo",3,"m"
"beurt","HF",1,"n"
"gewoon","HF",1,"n"
"gras","HF",1,"n"
"rondes","LF",2,"n"
"afses","Random",4,"m"
"flinke","HF",1,"n"
"jotra","Pseudo",3,"m"
"wisten","HF",1,"n"
"vrenheid","Pseudo",3,"m"
"betrof","HF",1,"n"
"ervbe","Random",4,"m"
"sojeflok","Random",4,"m"
"aankeen","Pseudo",3,"m"
"walnoot","LF",2,"n"
"veertig","HF",1,"n"
"loel","Pseudo",3,"m"
"kiezen","HF",1,"n"
"selder","LF",2,"n"
"storm","HF",1,"n"
"jargons","LF",2,"n"
"lotions","LF",2,"n"
"been","HF",1,"n"
"geruld","Pseudo",3,"m"
"trol","LF",2,"n"
"korfbal","LF",2,"n"
"aalg","Random",4,"m"
"raster","LF",2,"n"
"jergeus","Pseudo",3,"m"
"inze","Pseudo",3,"m"
"tnjoteso","Random",4,"m"
"grootte","HF",1,"n"
"orgels","LF",2,"n"
"noemt","HF",1,"n"
"wratjes","LF",2,"n"
"neutnr","Random",4,"m"
"haantjes","LF",2,"n"
"levert","HF",1,"n"
"meisje","HF",1,"n"
"sterven","HF",1,"n"
"'artyps","Random",4,"m"
"zweeg","HF",1,"n"
"hangers","LF",2,"n"
"geleerd","HF",1,"n"
"sau'al","Random",4,"m"
"sleetje","LF",2,"n"
"nopotr","Random",4,"m"
"ltdea's","Random",4,"m"
